topology,amplitude,sample,mode_index,coefficient_x,coefficient_y,q_norm_sq,c_mech_x,c_mech_y,c_mech_2d,dominant_raw_feature_name,dominant_product_degree,dominant_factor_indices,dominant_drive_channel,dominant_frequency_hz,dominant_decay_time_s,dominant_phase,dominant_raw_feature_loading
topology_10_prestress,amp=2.5,sample_3,3,101.3144760131836,5.246697902679443,1.0,0.002101494200595959,0.0001441985174625365,0.0020278730861397723,u_f=5.8200Hz_Td=5.000s_cos * u_f=5.8200Hz_Td=5.000s_sin,2,8 9,u*u,5.82*5.82,5.0*5.0,cos*sin,-0.31839635968208313
topology_10_prestress,amp=2.5,sample_3,4,5.97747278213501,-6.528049945831299,1.0,7.315102318078386e-06,0.00022323157049497093,1.543651757158712e-05,u_f=5.8200Hz_Td=5.000s_sin * u_f=5.8200Hz_Td=5.000s_sin,2,9 9,u*u,5.82*5.82,5.0*5.0,sin*sin,0.2692655324935913
topology_10_prestress,amp=2.5,sample_3,5,-1.2834147214889526,18.091115951538086,1.0,3.372245809820073e-07,0.001714428556406101,6.481052578738547e-05,u_f=5.8200Hz_Td=5.000s_sin,1,9,u,5.82,5.0,sin,-0.43209078907966614
topology_10_prestress,amp=2.5,sample_3,6,7.370850563049316,-15.711211204528809,1.0,1.1122960713934546e-05,0.001293028243636397,5.9340149547120975e-05,u_f=5.8200Hz_Td=0.500s_cos * u_f=5.8200Hz_Td=0.500s_cos,2,2 2,u*u,5.82*5.82,0.5*0.5,cos*cos,-0.2579944431781769
topology_10_prestress,amp=2.5,sample_3,7,18.478801727294922,-0.1912647783756256,1.0,6.990895362330412e-05,1.916278737164725e-07,6.728662769533152e-05,u_f=5.8200Hz_Td=5.000s_sin * u_f=5.8200Hz_Td=5.000s_sin,2,9 9,u*u,5.82*5.82,5.0*5.0,sin*sin,-0.34983590245246887
topology_10_prestress,amp=2.5,sample_3,8,-733.021484375,142.8162078857422,1.0,0.11000656350371384,0.10684240916066841,0.10988754798089131,u_f=5.8200Hz_Td=5.000s_cos,1,8,u,5.82,5.0,cos,0.4456695318222046
topology_10_prestress,amp=2.5,sample_3,9,9.771644592285156,8.833518028259277,1.0,1.9548818569017876e-05,0.0004087484106999381,3.418805165244281e-05,u_f=5.8200Hz_Td=5.000s_cos * u_f=5.8200Hz_Td=5.000s_sin,2,8 9,u*u,5.82*5.82,5.0*5.0,cos*sin,-0.39342164993286133
topology_10_prestress,amp=2.5,sample_3,10,-79.36817932128906,-2.2053396701812744,1.0,0.0012896683036262323,2.5476493742563034e-05,0.0012421173838893522,u_f=5.8200Hz_Td=0.200s_sin * u_f=5.8200Hz_Td=0.200s_sin,2,1 1,u*u,5.82*5.82,0.2*0.2,sin*sin,-0.34321171045303345
topology_10_prestress,amp=2.5,sample_3,11,2.8491005897521973,-16.963048934936523,1.0,1.661884188111295e-06,0.001507288922725842,5.829407394242728e-05,u_f=5.8200Hz_Td=0.200s_sin,1,1,u,5.82,0.2,sin,-0.34888043999671936
topology_10_prestress,amp=2.5,sample_3,12,80.0051498413086,-6.993177890777588,1.0,0.0013104518745711466,0.00025617563967024405,0.0012707966543471791,u_f=5.8200Hz_Td=5.000s_sin * u_f=5.8200Hz_Td=5.000s_sin,2,9 9,u*u,5.82*5.82,5.0*5.0,sin*sin,0.29793602228164673
topology_10_prestress,amp=2.5,sample_3,13,39.879581451416016,4.24273681640625,1.0,0.00032560148260621667,9.429330603165236e-05,0.00031690112839351746,u_f=5.8200Hz_Td=0.200s_cos * u_f=5.8200Hz_Td=0.200s_cos,2,0 0,u*u,5.82*5.82,0.2*0.2,cos*cos,0.3936360478401184
topology_10_prestress,amp=2.5,sample_3,14,-22.650968551635742,1.4608286619186401,1.0,0.00010504097511799603,1.1178595467503894e-05,0.00010151046460038413,u_f=5.8200Hz_Td=0.200s_sin * u_f=5.8200Hz_Td=5.000s_sin,2,1 9,u*u,5.82*5.82,0.2*5.0,sin*sin,-0.38833966851234436
topology_10_prestress,amp=2.5,sample_3,15,-37.73188018798828,9.514908790588379,1.0,0.0002914755188147617,0.0004742397321039814,0.0002983499554065392,u_f=5.8200Hz_Td=0.200s_sin * u_f=5.8200Hz_Td=5.000s_sin,2,1 9,u*u,5.82*5.82,0.2*5.0,sin*sin,0.3121301829814911
topology_10_prestress,amp=2.5,sample_3,16,-181.27342224121094,49.25946807861328,1.0,0.006727496154478316,0.012710660335706232,0.006952545041466696,u_f=5.8200Hz_Td=0.200s_cos * u_f=5.8200Hz_Td=5.000s_cos,2,0 8,u*u,5.82*5.82,0.2*5.0,cos*cos,0.31650999188423157
topology_10_prestress,amp=2.5,sample_3,17,63.809871673583984,3.6623694896698,1.0,0.0008336061941014185,7.026078412123284e-05,0.0008048939559444384,u_f=5.8200Hz_Td=0.200s_cos * u_f=5.8200Hz_Td=5.000s_cos,2,0 8,u*u,5.82*5.82,0.2*5.0,cos*cos,-0.2740388512611389
topology_10_prestress,amp=2.5,sample_3,18,-213.36610412597656,49.05426025390625,0.9999999403953552,0.009320431512694967,0.012604978621804836,0.00944397545178413,u_f=5.8200Hz_Td=0.200s_sin,1,1,u,5.82,0.2,sin,-0.5661619901657104
