sample,H,D,number_of_terms,selected_alpha,validation_nmse_2d,train_nmse_x,test_nmse_x,train_nmse_y,test_nmse_y,train_nmse_2d,test_nmse_2d,num_train_rows,num_test_rows,terms_per_train_row
sample_0,14,1,15,1.0,0.7097318975043264,0.43241937096990407,0.2647995965449909,0.7485098060139209,0.9403223890738809,0.4923417480399898,0.3347730548514506,299,299,0.05016722408026756
sample_0,15,1,16,1.0,0.6915309768946128,0.42754684353013306,0.2698146123498104,0.7492707786645574,0.9470157243565925,0.4885371830540489,0.3399619179628451,299,299,0.05351170568561873
sample_0,16,1,17,1.0,0.6894311154564688,0.42643369432535344,0.26896551533302754,0.7139892970700497,0.9280886069241067,0.48094662273422484,0.3372402244595899,299,299,0.056856187290969896
sample_0,17,1,18,1.0,0.6937591139544584,0.4232592494983274,0.26567371635761144,0.7061233113085721,0.9222116843946531,0.4768827859682278,0.3336806476427361,299,299,0.06020066889632107
sample_0,18,1,19,1.0,0.6951163824960637,0.42334042846688047,0.2654762889591412,0.700519142289367,0.9236434590056558,0.47588617349443735,0.3336519797593309,299,299,0.06354515050167224
sample_0,19,1,20,1.0,0.6908927192239305,0.41986655866881384,0.2674905240471212,0.6743465303916123,0.9206679092116958,0.4681092232095326,0.3351493521918151,299,299,0.06688963210702341
sample_0,20,1,21,1.0,0.7008013518032689,0.4168444473895665,0.2678593560860365,0.6725962514763489,0.921256401603391,0.46532821767103283,0.33554093756297426,299,299,0.07023411371237458
sample_0,0,2,2,1.0,0.8381053885905619,0.5197605553298691,0.3092974245788843,0.9833256196871168,0.9479584757260981,0.6076402172977022,0.37545259051652813,299,299,0.006688963210702341
sample_0,1,2,5,0.0001,0.8269799621501587,0.5106015384653041,0.30039303931556594,0.9594228596864062,0.941884246054044,0.5956861771180358,0.3668413645314106,299,299,0.016722408026755852
sample_0,2,2,9,1.0,0.8199152464604641,0.49939089691706234,0.29589500707591293,0.9495191232146889,0.9321532344356542,0.5847232901681876,0.3618012785395733,299,299,0.030100334448160536
sample_0,3,2,14,1.0,0.8298990595246273,0.49602027580485725,0.29283525035370495,0.938416925267087,0.93387716609555,0.5798869668039913,0.3592370361408757,299,299,0.046822742474916385
sample_0,4,2,20,0.0001,0.814319106357636,0.44885176302663915,0.2890246134240631,0.9012736199640126,0.9767642792623057,0.5346189679165139,0.3602635462409338,299,299,0.06688963210702341
sample_0,5,2,27,1.0,0.79593902253151,0.45557833210913695,0.3052321775284004,0.90922028218411,0.9614367766415364,0.5415768343523837,0.37320457707491367,299,299,0.0903010033444816
sample_0,6,2,35,1.0,0.8248483381670826,0.4550107299320654,0.3054299591935004,0.8826745306988631,0.951605553443288,0.5360844629135948,0.3723635127359677,299,299,0.11705685618729098
sample_0,7,2,44,1.0,0.8989452570765483,0.4368953545245328,0.29601366658571826,0.8596123644011425,0.9452985555178857,0.5170313069339693,0.36326929379353906,299,299,0.14715719063545152
sample_0,8,2,54,1.0,0.9811132192566041,0.4315255237839652,0.2953117697572613,0.8389354353798366,0.9604898742445118,0.508759655659353,0.3642136822840958,299,299,0.1806020066889632
sample_0,9,2,65,1.0,1.0348604516977702,0.42507970798613187,0.3054143990870012,0.8100952696788862,0.968295776303352,0.4980684640754817,0.374078407057973,299,299,0.21739130434782608
sample_0,10,2,77,1.0,1.0696752117895152,0.41965659942312467,0.3138917373993457,0.798814736232873,0.9989262514107977,0.4915349428470287,0.3848504593474526,299,299,0.25752508361204013
sample_0,11,2,90,1.0,1.0877295834005907,0.41471132940664324,0.3140687197695209,0.7651886566141404,1.043774100306958,0.4811525507378709,0.3896546357234254,299,299,0.3010033444816054
sample_0,12,2,104,1.0,1.1349912506191038,0.4009127401513247,0.31044404828731975,0.7475584672440282,1.0482026718195387,0.4666275915535525,0.3868641526197063,299,299,0.34782608695652173
sample_0,13,2,119,1.0,1.2269426802462844,0.3961907447370282,0.31228431843859883,0.7329896809563485,1.0627512270155972,0.4600389053121103,0.39002079975124754,299,299,0.3979933110367893
sample_0,14,2,135,1.0,1.2224922053129694,0.3768423038241029,0.3360806110574816,0.6808889189534341,1.1054696744656383,0.4344814915335507,0.4157771278075573,299,299,0.451505016722408
sample_0,15,2,152,1.0,1.178651846481669,0.36590491090669564,0.36394868754551035,0.6610486681553319,1.138857918579336,0.4218563524910381,0.44421700619993537,299,299,0.5083612040133779
sample_0,16,2,170,1.0,1.203686087824945,0.3605722714431343,0.36325556397074316,0.6199648251305038,1.14070771362254,0.40974623144943023,0.4437872887039259,299,299,0.568561872909699
sample_0,17,2,189,1.0,1.228246502113248,0.34425134395146484,0.3698553542441597,0.5969921704747746,1.126301393492207,0.39216431261129137,0.4482111787608377,299,299,0.6321070234113713
