topology,amplitude,frequency_set_type,frequency_set_label,refined_frequency_hz,drive_channels,number_drive_channels,K,filter_length_s,num_samples,selected_frequencies_hz,mechanical_degree,number_linear_features_mean,number_linear_features_std,number_candidate_features_mean,number_candidate_features_std,number_raw_features_mean,number_raw_features_std,validation_nmse_x_mean,validation_nmse_x_std,validation_nmse_y_mean,validation_nmse_y_std,validation_nmse_2d_mean,validation_nmse_2d_std,condition_number_mean,condition_number_std
topology_17_prestress,amp=1,refined_single,refined_6.0200Hz,6.0200000000000005,u,1,1,3.0,4,6.02,2,10.0,0.0,65.0,0.0,65.0,0.0,0.36255161575524464,0.00649476533271647,0.8276233851451187,0.03588378855235605,0.412460541307144,0.004814876649753164,37.69131660461426,0.29733544942925494
topology_17_prestress,amp=1,refined_single,refined_6.0300Hz,6.03,u,1,1,3.0,4,6.03,2,10.0,0.0,65.0,0.0,65.0,0.0,0.3595542075689642,0.006373532587584908,0.8400392983155471,0.03695674902520608,0.4111178780338464,0.004726583240268692,36.20246505737305,0.3462335836347794
topology_17_prestress,amp=1,refined_single,refined_6.0400Hz,6.04,u,1,1,3.0,4,6.04,2,10.0,0.0,65.0,0.0,65.0,0.0,0.357247746243578,0.00671603136284373,0.8485988171764565,0.03823151120888662,0.4099761373761941,0.005282701985210348,41.812819480895996,5.525583188793188
topology_17_prestress,amp=1,refined_single,refined_6.0500Hz,6.050000000000001,u,1,1,3.0,4,6.05,2,10.0,0.0,65.0,0.0,65.0,0.0,0.35233991701792466,0.00628174959722036,0.8500801327660008,0.04024183180227334,0.4057519193360768,0.004602043963137766,45.88884258270264,0.3983689095329396
topology_17_prestress,amp=1,refined_single,refined_6.0600Hz,6.0600000000000005,u,1,1,3.0,4,6.06,2,10.0,0.0,65.0,0.0,65.0,0.0,0.3510843500984967,0.0061685671637533935,0.8547690798217155,0.04109923071113047,0.4051336156841028,0.004438167861087599,43.759220123291016,0.3785522532814424
topology_17_prestress,amp=1,refined_single,refined_6.0700Hz,6.07,u,1,1,3.0,4,6.07,2,10.0,0.0,65.0,0.0,65.0,0.0,0.35135047156609045,0.0061889248205646155,0.8588680454915234,0.041570812429784325,0.4058107218161274,0.004478577974009464,41.67588806152344,0.34167941032375787
topology_17_prestress,amp=1,refined_single,refined_6.0800Hz,6.08,u,1,1,3.0,4,6.08,2,10.0,0.0,65.0,0.0,65.0,0.0,0.35299345997323506,0.006267228464123818,0.860192589999725,0.04186414065668303,0.40741877653213043,0.004601196922664401,39.88106155395508,0.271040222724762
topology_17_prestress,amp=1,refined_single,refined_6.0900Hz,6.090000000000001,u,1,1,3.0,4,6.09,2,10.0,0.0,65.0,0.0,65.0,0.0,0.3559804612650535,0.0063732848540110215,0.8561646047905977,0.0419929599592097,0.4096510677397244,0.004712995185741699,38.96999263763428,0.1187947339973154
topology_17_prestress,amp=1,refined_single,refined_6.1000Hz,6.1000000000000005,u,1,1,3.0,4,6.1,2,10.0,0.0,65.0,0.0,65.0,0.0,0.3598756071004069,0.006491939771818099,0.8446941863090873,0.041812516421261436,0.4118937366569426,0.00470623309208476,38.958542823791504,0.056582742460658454
topology_17_prestress,amp=1,refined_single,refined_6.1100Hz,6.11,u,1,1,3.0,4,6.11,2,10.0,0.0,65.0,0.0,65.0,0.0,0.3639478403354549,0.006667985900911251,0.8273748244661632,0.041075093562515125,0.4136659356487532,0.004581700482826159,38.90500545501709,0.03686028640102059
